Date,Open,High,Low,Close,Volume,Adj Close
2017-01-12,118.900002,119.300003,118.209999,119.25,27086200,118.735214
2017-01-11,118.739998,119.93,118.599998,119.75,27588600,119.233055
2017-01-10,118.769997,119.379997,118.300003,119.110001,24462100,118.595819
2017-01-09,117.949997,119.43,117.940002,118.989998,33561900,118.476334
2017-01-06,116.779999,118.160004,116.470001,117.910004,31751900,117.401002
2017-01-05,115.919998,116.860001,115.809998,116.610001,22193600,116.106611
2017-01-04,115.849998,116.510002,115.75,116.019997,21118100,115.519154
2017-01-03,115.800003,116.330002,114.760002,116.150002,28781900,115.648597
2016-12-30,116.650002,117.199997,115.43,115.82,30586300,115.32002
2016-12-29,116.449997,117.110001,116.400002,116.730003,15039500,116.226096
2016-12-28,117.519997,118.019997,116.199997,116.760002,20905900,116.255965
2016-12-27,116.519997,117.800003,116.489998,117.260002,18296900,116.753806
2016-12-23,115.589996,116.519997,115.589996,116.519997,14181200,116.016995
2016-12-22,116.349998,116.510002,115.639999,116.290001,26085900,115.787993
2016-12-21,116.800003,117.400002,116.779999,117.059998,23783200,116.554665
2016-12-20,116.739998,117.50,116.68,116.949997,21425000,116.445139
2016-12-19,115.800003,117.379997,115.75,116.639999,27779400,116.13648
2016-12-16,116.470001,116.50,115.650002,115.970001,44351100,115.469374
2016-12-15,115.379997,116.730003,115.230003,115.82,46524500,115.32002
2016-12-14,115.040001,116.199997,114.980003,115.190002,34031800,114.692743
2016-12-13,113.839996,115.919998,113.75,115.190002,43733800,114.692743
2016-12-12,113.290001,115.00,112.489998,113.300003,26374400,112.810902
2016-12-09,112.309998,114.699997,112.309998,113.949997,34402600,113.45809
2016-12-08,110.860001,112.43,110.599998,112.120003,27068300,111.635996
2016-12-07,109.260002,111.190002,109.160004,111.029999,29998700,110.550697
2016-12-06,109.50,110.360001,109.190002,109.949997,26195500,109.475358
2016-12-05,110.00,110.029999,108.25,109.110001,34324500,108.638987
2016-12-02,109.169998,110.089996,108.849998,109.900002,26528000,109.425578
2016-12-01,110.370003,110.940002,109.029999,109.489998,37086900,109.017344
2016-11-30,111.599998,112.199997,110.269997,110.519997,36162300,110.042897
2016-11-29,110.779999,112.029999,110.07,111.459999,28528800,110.978841
2016-11-28,111.43,112.470001,111.389999,111.57,27194000,111.088367
2016-11-25,111.129997,111.870003,110.949997,111.790001,11475900,111.307418
2016-11-23,111.360001,111.510002,110.330002,111.230003,27426400,110.749838
2016-11-22,111.949997,112.419998,111.400002,111.800003,25965500,111.317377
2016-11-21,110.120003,111.989998,110.010002,111.730003,29264600,111.24768
2016-11-18,109.720001,110.540001,109.660004,110.059998,28428900,109.584883
2016-11-17,109.809998,110.349998,108.830002,109.949997,27632000,109.475358
2016-11-16,106.699997,110.230003,106.599998,109.989998,58840500,109.515186
2016-11-15,106.57,107.68,106.160004,107.110001,32264500,106.647621
2016-11-14,107.709999,107.809998,104.080002,105.709999,51175500,105.253663
2016-11-11,107.120003,108.870003,106.550003,108.43,34094100,107.961922
2016-11-10,111.089996,111.089996,105.830002,107.790001,57134500,107.324686
2016-11-09,109.879997,111.32,108.050003,110.879997,59176400,110.401343
2016-11-08,110.309998,111.720001,109.699997,111.059998,24054500,110.580566
2016-11-07,110.080002,110.510002,109.459999,110.410004,32560000,109.933378
2016-11-04,108.529999,110.25,108.110001,108.839996,30837000,108.370149
2016-11-03,110.980003,111.459999,109.550003,109.830002,26932600,109.35588
2016-11-02,111.400002,112.349998,111.230003,111.589996,28331700,110.540737
2016-11-01,113.459999,113.769997,110.529999,111.489998,43825800,110.441678
2016-10-31,113.650002,114.230003,113.199997,113.540001,26419400,112.472406
2016-10-28,113.870003,115.209999,113.449997,113.720001,37861700,112.650713
2016-10-27,115.389999,115.860001,114.099998,114.480003,34562000,113.403569
2016-10-26,114.309998,115.699997,113.309998,115.589996,66134200,114.503125
2016-10-25,117.949997,118.360001,117.309998,118.25,48129000,117.138118
2016-10-24,117.099998,117.739998,117.00,117.650002,23538700,116.543761
2016-10-21,116.809998,116.910004,116.279999,116.599998,23192700,115.503631
2016-10-20,116.860001,117.379997,116.330002,117.059998,24125800,115.959304
2016-10-19,117.25,117.760002,113.800003,117.120003,20034600,116.018745
2016-10-18,118.18,118.209999,117.449997,117.470001,24553500,116.365453
2016-10-17,117.330002,117.839996,116.779999,117.550003,23624900,116.444703
2016-10-14,117.879997,118.169998,117.129997,117.629997,35652200,116.523945
2016-10-13,116.790001,117.440002,115.720001,116.980003,35192400,115.880062
2016-10-12,117.349998,117.980003,116.75,117.339996,37586800,116.23667
2016-10-11,117.699997,118.690002,116.199997,116.300003,64041000,115.206456
2016-10-10,115.019997,116.75,114.720001,116.050003,36236000,114.958807
2016-10-07,114.309998,114.559998,113.510002,114.059998,24358400,112.987513
2016-10-06,113.699997,114.339996,113.129997,113.889999,28779300,112.819113
2016-10-05,113.400002,113.660004,112.690002,113.050003,21453100,111.987015
2016-10-04,113.059998,114.309998,112.629997,113.00,29736800,111.937482
2016-10-03,112.709999,113.050003,112.279999,112.519997,21701800,111.461992
2016-09-30,112.459999,113.370003,111.800003,113.050003,36379100,111.987015
2016-09-29,113.160004,113.800003,111.800003,112.18,35887000,111.125193
2016-09-28,113.690002,114.639999,113.43,113.949997,29641100,112.878547
2016-09-27,113.00,113.18,112.339996,113.089996,24607400,112.026632
2016-09-26,111.639999,113.389999,111.550003,112.879997,29869400,111.818608
2016-09-23,114.419998,114.790001,111.550003,112.709999,52481200,111.650208
2016-09-22,114.349998,114.940002,114.00,114.620003,31074000,113.542252
2016-09-21,113.849998,113.989998,112.440002,113.550003,36003200,112.482314
2016-09-20,113.050003,114.120003,112.510002,113.57,34514300,112.502122
2016-09-19,115.190002,116.18,113.25,113.580002,47023000,112.51203
2016-09-16,115.120003,116.129997,114.040001,114.919998,79886900,113.839427
2016-09-15,113.860001,115.730003,113.489998,115.57,89983600,114.483317
2016-09-14,108.730003,113.029999,108.599998,111.769997,110888700,110.719044
2016-09-13,107.510002,108.790001,107.239998,107.949997,62176200,106.934963
2016-09-12,102.650002,105.720001,102.529999,105.440002,45292800,104.44857
2016-09-09,104.639999,105.720001,103.129997,103.129997,46557000,102.160285
2016-09-08,107.25,107.269997,105.239998,105.519997,53002000,104.527812
2016-09-07,107.830002,108.760002,107.07,108.360001,42364300,107.341112
2016-09-06,107.900002,108.300003,107.510002,107.699997,26880400,106.687314
2016-09-02,107.699997,108.00,106.82,107.730003,26802500,106.717038
2016-09-01,106.139999,106.800003,105.620003,106.730003,26701500,105.726441
2016-08-31,105.660004,106.57,105.639999,106.099998,29662400,105.10236
2016-08-30,105.800003,106.50,105.50,106.00,24863900,105.003302
2016-08-29,106.620003,107.440002,106.290001,106.82,24970300,105.815591
2016-08-26,107.410004,107.949997,106.309998,106.940002,27766300,105.934466
2016-08-25,107.389999,107.879997,106.68,107.57,25086200,106.558539
2016-08-24,108.57,108.75,107.68,108.029999,23675100,107.014213
2016-08-23,108.589996,109.32,108.529999,108.849998,21257700,107.826502
2016-08-22,108.860001,109.099998,107.849998,108.510002,25820200,107.489703
2016-08-19,108.769997,109.690002,108.360001,109.360001,25368100,108.331709
2016-08-18,109.230003,109.599998,109.019997,109.080002,21984700,108.054343
2016-08-17,109.099998,109.370003,108.339996,109.220001,25356000,108.193026
2016-08-16,109.629997,110.230003,109.209999,109.379997,33794400,108.351518
2016-08-15,108.139999,109.540001,108.080002,109.480003,25868200,108.450584
2016-08-12,107.779999,108.440002,107.779999,108.18,18660400,107.162804
2016-08-11,108.519997,108.93,107.849998,107.93,27484500,106.915155
2016-08-10,108.709999,108.900002,107.760002,108.00,24008500,106.984496
2016-08-09,108.230003,108.940002,108.010002,108.809998,26315200,107.786878
2016-08-08,107.519997,108.370003,107.160004,108.370003,28037200,107.35102
2016-08-05,106.269997,107.650002,106.18,107.480003,40553400,106.469389
2016-08-04,105.580002,106.00,105.279999,105.870003,27408700,104.874527
2016-08-03,104.809998,105.839996,104.769997,105.790001,30202600,104.230638
2016-08-02,106.050003,106.07,104.00,104.480003,33816600,102.93995
2016-08-01,104.410004,106.150002,104.410004,106.050003,38167900,104.486808
2016-07-29,104.190002,104.550003,103.68,104.209999,27733700,102.673926
2016-07-28,102.830002,104.449997,102.82,104.339996,39869800,102.802007
2016-07-27,104.269997,104.349998,102.75,102.949997,92344800,101.432497
2016-07-26,96.82,97.970001,96.419998,96.669998,56239800,95.245066
2016-07-25,98.25,98.839996,96.919998,97.339996,40382900,95.905188
2016-07-22,99.260002,99.300003,98.309998,98.660004,28313700,97.205739
2016-07-21,99.830002,101.00,99.129997,99.43,32702000,97.964385
2016-07-20,100.00,100.459999,99.739998,99.959999,26276000,98.486572
2016-07-19,99.559998,100.00,99.339996,99.870003,23779900,98.397902
2016-07-18,98.699997,100.129997,98.599998,99.830002,36493900,98.358491
2016-07-15,98.919998,99.300003,98.50,98.779999,30137000,97.323965
2016-07-14,97.389999,98.989998,97.32,98.790001,38919000,97.33382
2016-07-13,97.410004,97.669998,96.839996,96.870003,25892200,95.442123
2016-07-12,97.169998,97.699997,97.120003,97.419998,24167500,95.984011
2016-07-11,96.75,97.650002,96.730003,96.980003,23794900,95.550502
2016-07-08,96.489998,96.889999,96.050003,96.68,28912100,95.254921
2016-07-07,95.699997,96.50,95.620003,95.940002,25139600,94.525831
2016-07-06,94.599998,95.660004,94.370003,95.529999,30949100,94.12187
2016-07-05,95.389999,95.400002,94.459999,94.989998,27705200,93.589829
2016-07-01,95.489998,96.470001,95.330002,95.889999,26026500,94.476565
2016-06-30,94.440002,95.769997,94.300003,95.599998,35836400,94.190838
2016-06-29,93.970001,94.550003,93.629997,94.400002,36531000,93.00853
2016-06-28,92.900002,93.660004,92.139999,93.589996,40444900,92.210464
2016-06-27,93.00,93.050003,91.50,92.040001,45489600,90.683316
2016-06-24,92.910004,94.660004,92.650002,93.400002,75311400,92.02327
2016-06-23,95.940002,96.290001,95.25,96.099998,32240200,94.683468
2016-06-22,96.25,96.889999,95.349998,95.550003,29219100,94.14158
2016-06-21,94.940002,96.349998,94.68,95.910004,35546400,94.496274
2016-06-20,96.00,96.57,95.029999,95.099998,34411900,93.698208
2016-06-17,96.620003,96.650002,95.300003,95.330002,61008200,93.924821
2016-06-16,96.449997,97.75,96.07,97.550003,31326800,96.1121
2016-06-15,97.82,98.410004,97.029999,97.139999,29445200,95.708139
2016-06-14,97.32,98.480003,96.75,97.459999,31931900,96.023422
2016-06-13,98.690002,99.120003,97.099998,97.339996,38020500,95.905188
2016-06-10,98.529999,99.349998,98.480003,98.830002,31712900,97.373231
2016-06-09,98.50,99.989998,98.459999,99.650002,26601400,98.181144
2016-06-08,99.019997,99.559998,98.68,98.940002,20848100,97.48161
2016-06-07,99.25,99.870003,98.959999,99.029999,22409500,97.57028
2016-06-06,97.989998,101.889999,97.550003,98.629997,23292500,97.176174
2016-06-03,97.790001,98.269997,97.449997,97.919998,28062900,96.476641
2016-06-02,97.599998,97.839996,96.629997,97.720001,40191600,96.279592
2016-06-01,99.019997,99.540001,98.330002,98.459999,29173300,97.008682
2016-05-31,99.599998,100.400002,98.82,99.860001,42307200,98.388047
2016-05-27,99.440002,100.470001,99.25,100.349998,36229500,98.870823
2016-05-26,99.68,100.730003,98.639999,100.410004,56331200,98.929943
2016-05-25,98.669998,99.739998,98.110001,99.620003,38168800,98.151587
2016-05-24,97.220001,98.089996,96.839996,97.900002,35140200,96.456939
2016-05-23,95.870003,97.190002,95.669998,96.43,38018600,95.008606
2016-05-20,94.639999,95.43,94.519997,95.220001,32026000,93.816442
2016-05-19,94.639999,94.639999,93.57,94.199997,30442100,92.811473
2016-05-18,94.160004,95.209999,93.889999,94.559998,42062400,93.166167
2016-05-17,94.550003,94.699997,93.010002,93.489998,46916900,92.111939
2016-05-16,92.389999,94.389999,91.650002,93.879997,61259800,92.49619
2016-05-13,90.00,91.669998,90.00,90.519997,44392800,89.185717
2016-05-12,92.720001,92.779999,89.470001,90.339996,76314700,89.00837
2016-05-11,93.480003,93.57,92.459999,92.510002,28719100,91.146389
2016-05-10,93.330002,93.57,92.110001,93.419998,33686800,92.042972
2016-05-09,93.00,93.769997,92.589996,92.790001,32936400,91.422261
2016-05-06,93.370003,93.449997,91.849998,92.720001,43458200,91.353293
2016-05-05,94.00,94.07,92.68,93.239998,35890500,91.865625
2016-05-04,95.199997,95.900002,93.82,94.190002,41025500,92.240024
2016-05-03,94.199997,95.739998,93.68,95.18,56831300,93.209527
2016-05-02,93.970001,94.080002,92.400002,93.639999,48160100,91.701408
2016-04-29,93.989998,94.720001,92.510002,93.739998,68531500,91.799336
2016-04-28,97.610001,97.879997,94.25,94.830002,82242700,92.866774
2016-04-27,96.00,98.709999,95.68,97.82,114602100,95.794871
2016-04-26,103.910004,105.300003,103.910004,104.349998,56016200,102.189682
2016-04-25,105.00,105.650002,104.510002,105.080002,28031600,102.904573
2016-04-22,105.010002,106.480003,104.620003,105.68,33683100,103.492149
2016-04-21,106.93,106.93,105.519997,105.970001,31552500,103.776147
2016-04-20,106.639999,108.089996,106.059998,107.129997,30611000,104.912128
2016-04-19,107.879997,108.00,106.230003,106.910004,32384900,104.696689
2016-04-18,108.889999,108.949997,106.940002,107.480003,60834000,105.254888
2016-04-15,112.110001,112.300003,109.730003,109.849998,46939000,107.575818
2016-04-14,111.620003,112.389999,111.330002,112.099998,25473900,109.779237
2016-04-13,110.800003,112.339996,110.800003,112.040001,33257300,109.720482
2016-04-12,109.339996,110.50,108.660004,110.440002,27232300,108.153607
2016-04-11,108.970001,110.610001,108.830002,109.019997,29407500,106.762999
2016-04-08,108.910004,109.769997,108.169998,108.660004,23581700,106.410459
2016-04-07,109.949997,110.419998,108.120003,108.540001,31801900,106.292941
2016-04-06,110.230003,110.980003,109.199997,110.959999,26404100,108.662839
2016-04-05,109.510002,110.730003,109.419998,109.809998,26578700,107.536645
